country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/09/2020,-20,-11,67,-36,-39,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/09/2020,-20,-9,78,-36,-40,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/09/2020,-22,-9,62,-32,-38,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/09/2020,-27,-11,61,-28,-9,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/09/2020,-21,-12,94,-24,-7,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/09/2020,-17,-9,104,-32,-36,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/09/2020,-19,-9,91,-34,-36,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/09/2020,-21,-11,71,-35,-36,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/09/2020,-20,-9,88,-35,-36,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/09/2020,-22,-9,75,-32,-35,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/09/2020,-27,-11,67,-29,-10,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/09/2020,-22,-12,85,-26,-7,2
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/09/2020,-17,-8,86,-34,-37,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/09/2020,-22,-9,64,-36,-36,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/09/2020,-27,-11,20,-40,-35,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/09/2020,-26,-9,28,-41,-35,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/09/2020,-25,-7,29,-37,-34,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/09/2020,-28,-10,28,-34,-9,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/09/2020,-25,-13,45,-32,-7,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/09/2020,-19,-8,45,-38,-35,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/09/2020,-22,-8,47,-38,-34,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/09/2020,-26,-11,4,-40,-34,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/10/2020,-23,-6,36,-39,-32,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/10/2020,-30,-10,4,-37,-32,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/10/2020,-34,-12,-20,-40,-12,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/10/2020,-31,-15,-4,-38,-9,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/10/2020,-24,-10,23,-37,-34,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/10/2020,-26,-9,20,-38,-34,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/10/2020,-24,-9,31,-38,-32,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/10/2020,-27,-9,21,-41,-33,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/10/2020,-28,-8,19,-37,-31,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/10/2020,-31,-10,14,-37,-8,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/10/2020,-27,-13,49,-33,-6,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/10/2020,-27,-12,9,-40,-35,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/10/2020,-29,-11,14,-41,-35,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/10/2020,-27,-9,23,-40,-33,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/10/2020,-27,-7,29,-40,-33,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/10/2020,-27,-6,25,-37,-32,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/10/2020,-33,-9,18,-40,-10,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/10/2020,-30,-13,36,-38,-9,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/10/2020,-26,-10,27,-41,-35,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/10/2020,-28,-9,28,-41,-35,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/10/2020,-31,-11,-2,-44,-35,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/10/2020,-26,-6,34,-42,-34,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/10/2020,-28,-6,19,-41,-35,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/10/2020,-38,-12,-10,-44,-13,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/10/2020,-29,-10,32,-39,-10,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/10/2020,-21,-9,42,-44,-45,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/10/2020,-27,-10,10,-47,-45,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/10/2020,-23,-8,27,-45,-43,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/10/2020,-27,-9,4,-48,-44,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/10/2020,-26,-5,25,-43,-42,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/10/2020,-38,-9,-15,-44,-13,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/11/2020,-29,-13,-4,-40,-10,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/11/2020,-17,-7,8,-40,-34,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/11/2020,-17,-6,6,-39,-33,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/11/2020,-11,-4,19,-36,-31,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/11/2020,-54,-14,8,-52,-38,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/11/2020,-55,-12,5,-52,-38,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/11/2020,-60,-16,13,-58,-28,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/11/2020,-60,-20,5,-57,-28,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/11/2020,-47,-15,5,-50,-39,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/11/2020,-48,-13,14,-49,-39,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/11/2020,-49,-14,-1,-51,-38,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/11/2020,-48,-10,19,-50,-39,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/11/2020,-49,-8,7,-50,-38,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/11/2020,-59,-16,-29,-59,-28,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/11/2020,-57,-19,-5,-57,-28,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/11/2020,-46,-14,2,-50,-39,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/11/2020,-48,-12,6,-50,-39,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/11/2020,-49,-13,-7,-51,-38,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/11/2020,-48,-10,6,-51,-39,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/11/2020,-50,-8,-17,-51,-38,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/11/2020,-56,-12,-8,-56,-26,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/11/2020,-53,-15,25,-53,-26,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/11/2020,-44,-12,4,-50,-39,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/11/2020,-47,-10,3,-50,-38,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/11/2020,-47,-12,-5,-51,-37,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/11/2020,-46,-9,10,-51,-37,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/11/2020,-47,-7,-2,-50,-38,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/11/2020,-55,-12,-11,-55,-24,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/11/2020,-53,-15,5,-54,-24,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/11/2020,-41,-9,-9,-49,-37,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/12/2020,-43,-7,7,-48,-36,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/12/2020,-31,-6,-7,-45,-32,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/12/2020,-34,-8,-20,-46,-33,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/12/2020,-35,-5,-18,-44,-33,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/12/2020,-36,-6,-8,-41,-13,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/12/2020,-36,-10,1,-41,-13,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/12/2020,-26,-5,-4,-43,-34,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/12/2020,-31,-5,-7,-44,-33,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/12/2020,-31,-5,-5,-44,-32,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/12/2020,-32,-3,-1,-44,-33,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/12/2020,-33,-2,-5,-41,-32,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/12/2020,-37,-5,-5,-39,-12,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/12/2020,-41,-13,-31,-45,-14,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/12/2020,-25,-2,2,-42,-35,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/12/2020,-25,0,10,-41,-34,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/12/2020,-33,-3,-14,-46,-34,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/12/2020,-29,2,12,-44,-35,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/12/2020,-33,-1,-14,-45,-37,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/12/2020,-40,-3,-10,-41,-13,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/12/2020,-43,-7,5,-45,-13,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/12/2020,-26,12,-8,-52,-49,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/12/2020,-26,17,14,-52,-50,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/12/2020,-27,23,-12,-54,-53,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/12/2020,-35,14,19,-59,-65,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/12/2020,-92,-89,-25,-85,-85,27
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/12/2020,-81,-63,-34,-76,-54,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/12/2020,-58,-24,3,-59,-29,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/12/2020,-51,-24,16,-70,-77,26
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/12/2020,-47,-11,14,-64,-68,24
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/12/2020,-42,-3,18,-63,-66,23
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/12/2020,-53,2,14,-67,-69,24
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/01/2021,-83,-64,-5,-82,-83,32
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/01/2021,-68,-24,-12,-66,-39,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/01/2021,-64,-24,-8,-62,-29,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/01/2021,-53,-17,-16,-62,-49,19
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/01/2021,-61,-21,-18,-63,-50,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/01/2021,-62,-22,-13,-63,-49,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/01/2021,-62,-22,-9,-64,-50,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/01/2021,-64,-23,-21,-64,-49,22
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/01/2021,-68,-22,-14,-65,-33,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/01/2021,-68,-27,-13,-65,-31,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/01/2021,-59,-25,-16,-63,-50,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/01/2021,-61,-24,-7,-63,-51,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/01/2021,-64,-27,-30,-65,-50,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/01/2021,-66,-29,-28,-66,-53,22
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/01/2021,-64,-23,-15,-64,-51,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/01/2021,-70,-26,-31,-67,-35,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/01/2021,-67,-27,8,-63,-31,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/01/2021,-60,-25,-10,-63,-51,19
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/01/2021,-63,-27,-23,-64,-52,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/01/2021,-65,-28,-35,-66,-51,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/01/2021,-62,-23,-6,-64,-51,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/01/2021,-62,-20,-3,-63,-49,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/01/2021,-67,-22,-12,-64,-33,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/01/2021,-71,-31,-4,-66,-34,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/01/2021,-59,-23,-1,-62,-52,19
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/01/2021,-62,-25,-27,-64,-51,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/01/2021,-60,-21,-13,-63,-50,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/01/2021,-61,-21,-12,-63,-50,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/01/2021,-60,-16,-11,-61,-49,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/01/2021,-67,-22,-37,-67,-33,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/01/2021,-65,-24,-3,-63,-30,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/02/2021,-56,-21,0,-60,-49,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/02/2021,-61,-24,-13,-62,-51,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/02/2021,-60,-21,-13,-63,-49,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/02/2021,-60,-20,-12,-64,-49,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/02/2021,-59,-14,-1,-61,-48,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/02/2021,-65,-19,-21,-64,-31,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/02/2021,-68,-27,-23,-67,-32,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/02/2021,-60,-24,-13,-63,-52,19
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/02/2021,-61,-21,-12,-63,-52,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/02/2021,-59,-17,-8,-62,-50,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/02/2021,-58,-15,-8,-63,-49,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/02/2021,-58,-10,-14,-62,-48,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/02/2021,-63,-11,-28,-65,-31,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/02/2021,-65,-21,-28,-65,-30,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/02/2021,-52,-16,18,-60,-53,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/02/2021,-55,-13,5,-61,-52,19
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/02/2021,-55,-16,1,-61,-51,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/02/2021,-55,-13,13,-61,-52,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/02/2021,-57,-12,-7,-61,-51,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/02/2021,-62,-14,-4,-61,-28,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/02/2021,-60,-18,27,-57,-26,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/02/2021,-52,-16,13,-59,-47,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/02/2021,-55,-15,7,-59,-47,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/02/2021,-54,-13,6,-59,-46,19
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/02/2021,-53,-10,22,-59,-46,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/02/2021,-51,-5,38,-56,-45,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/02/2021,-56,-9,38,-56,-25,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/02/2021,-55,-12,48,-55,-23,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/03/2021,-49,-12,20,-57,-46,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/03/2021,-52,-12,16,-58,-46,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/03/2021,-54,-13,-7,-59,-46,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/03/2021,-54,-10,-1,-59,-46,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/03/2021,-53,-6,8,-57,-44,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/03/2021,-57,-9,10,-58,-24,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/03/2021,-56,-12,30,-56,-22,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/03/2021,-47,-8,16,-54,-44,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/03/2021,-49,-8,31,-52,-43,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/03/2021,-55,-12,-26,-57,-42,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/03/2021,-53,-6,-4,-55,-42,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/03/2021,-52,-1,-1,-53,-40,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/03/2021,-56,2,-11,-58,-23,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/03/2021,-58,-10,4,-54,-14,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/03/2021,-47,-9,23,-51,-41,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/03/2021,-49,-8,23,-51,-41,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/03/2021,-49,-7,26,-51,-40,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/03/2021,-51,-5,18,-52,-40,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/03/2021,-51,-2,25,-50,-39,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/03/2021,-57,-7,16,-55,-22,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/03/2021,-55,-11,42,-53,-19,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/03/2021,-45,-6,42,-49,-40,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/03/2021,-48,-6,28,-50,-40,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/03/2021,-48,-5,28,-51,-39,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/03/2021,-49,-3,26,-51,-40,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/03/2021,-51,-1,-1,-51,-39,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/03/2021,-55,-5,19,-54,-21,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/03/2021,-58,-14,-1,-57,-22,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/03/2021,-41,-2,71,-48,-42,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/03/2021,-42,1,110,-46,-42,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/03/2021,-42,4,69,-47,-41,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/04/2021,-39,15,53,-47,-42,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/04/2021,-49,0,77,-58,-68,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/04/2021,-55,2,35,-52,-27,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/04/2021,-69,-40,72,-49,-23,6
